date,close,volume,open,high,low
14/09/2017,940.13,1424567,946,948.03,938.356
13/09/2017,950.44,1094735,945.5,952.85,944.74
12/09/2017,946.65,1283580,946.92,948.085,937.5
11/09/2017,943.29,1336181,947.2,952.68,941
08/09/2017,941.41,999254,949.7,950.7,940.01
07/09/2017,949.89,1115442,944.25,950.4965,937.53
06/09/2017,942.02,1390301,943.87,944.5,932.68
05/09/2017,941.48,1458147,946.86,951.3854,935.6
01/09/2017,951.99,1040545,957.47,958.33,950.28
31/08/2017,955.24,1692138,946.3,957.195,946.25
30/08/2017,943.63,1118563,935.67,945.86,934.05
29/08/2017,935.75,1158354,919.95,938.19,919.31
28/08/2017,928.13,1044123,931.88,934.85,926.11
25/08/2017,930.5,1184541,939.21,940.73,930.1
24/08/2017,936.89,1294082,943.71,946.31,930.74
23/08/2017,942.58,1133170,937,945.425,935.24
22/08/2017,940.4,1759671,926.96,941.9617,926.17
21/08/2017,920.87,1299116,925.77,928.25,918.6
18/08/2017,926.18,1334709,926.98,931.02,923.45
17/08/2017,927.66,1673792,942.95,943.81,927.64
16/08/2017,944.27,1343195,941.25,949.9,940.0391
15/08/2017,938.08,1103653,941.03,943.07,936.64
14/08/2017,938.93,1149516,939.07,941.04,934.485
11/08/2017,930.09,1615509,923.71,933.36,921.22
10/08/2017,923.59,2704040,935,936.3,921.7768
09/08/2017,940.08,1396204,938.45,943.76,933.92
08/08/2017,944.19,1499665,944.29,952.49,942.48
07/08/2017,945.75,1444154,947.52,948.96,943.5
04/08/2017,945.79,1202478,943.95,947.54,939.795
03/08/2017,940.3,1051251,949.1,950,939.44
02/08/2017,947.64,2037607,948.37,949.1,932.521
01/08/2017,946.56,1324952,947.81,954.49,944.96
31/07/2017,945.5,2289972,960,961.1925,941.725
28/07/2017,958.33,1813698,947.99,961.79,945.31
27/07/2017,952.51,3710908,969.18,969.52,937.06
26/07/2017,965.31,2190430,972.78,973.95,960.23
25/07/2017,969.03,5929386,970.7,976.73,963.8
24/07/2017,998.31,3894298,994.1,1006.19,990.2728
21/07/2017,993.84,1461289,989,995.11,984.17
20/07/2017,992.19,1415715,997,998.68,984.62
19/07/2017,992.77,1397612,990.01,995.6,987.01
18/07/2017,986.95,1406825,973.36,990.85,972.04
17/07/2017,975.96,1655881,976.32,983.35,970.8
14/07/2017,976.91,1071565,974,977.54,970.15
13/07/2017,968.85,1523367,970.8,978.7,964.8
12/07/2017,967.66,1599395,960.86,969.63,957.04
11/07/2017,953.53,1460582,950.52,954.89,945.12
10/07/2017,951,1411447,941.95,953.13,941.95
07/07/2017,940.81,1618240,930.985,944.66,929.79
06/07/2017,927.69,2013940,925,936.14,919.85
05/07/2017,932.26,2091688,924.2,936.29,918.6305
03/07/2017,919.46,1694811,933.22,934.24,915.31
30/06/2017,929.68,2284968,943.99,944.9995,929.61
29/06/2017,937.82,3203172,951.35,951.66,929.6
28/06/2017,961.01,2738594,950.66,963.24,936.16
27/06/2017,948.09,2441709,961.6,967.22,947.09
26/06/2017,972.09,1516569,990,993.99,970.33
23/06/2017,986.09,1547282,975.5,986.62,974.46
22/06/2017,976.62,1000823,976.87,980.5,973.3148
21/06/2017,978.59,1146174,970.79,979.67,969.16
20/06/2017,968.99,1295749,975.31,980.79,968.2
19/06/2017,975.22,1457679,969.65,979.3,968.2
16/06/2017,958.62,2545774,957.91,959.95,948.7
15/06/2017,960.18,2359537,948.02,960.6775,940.37
14/06/2017,967.93,1499740,975.5,979.7,959.5103
13/06/2017,970.5,2003870,972.04,977.91,962.01
12/06/2017,961.81,4197440,958.72,968,936.795
09/06/2017,970.12,3641666,1005.49,1005.5,953.37
08/06/2017,1004.28,1681384,1004.23,1005.6,996.62
07/06/2017,1001.59,1372171,998.82,1003.91,995.81
06/06/2017,996.68,1550707,1003.31,1008.61,994.8
05/06/2017,1003.88,1377881,997.89,1007.4011,995.45
02/06/2017,996.12,1734937,988.59,996.48,987.07
01/06/2017,988.29,1304027,990.96,993.14,981.29
31/05/2017,987.09,1725641,996.21,999.6,981.68
30/05/2017,996.17,1516553,992.5,997.62,991.3601
26/05/2017,993.27,1632390,992,996.39,987.36
25/05/2017,991.86,1952802,979,995.78,977.82
24/05/2017,977.61,1137638,975.26,978.115,971.6299
23/05/2017,970.55,1544900,969.96,974.51,964.5
22/05/2017,964.07,1384904,957,964.82,956.56
19/05/2017,954.65,1359893,952.82,959.56,952
18/05/2017,950.5,1799512,943.2,954.18,941.27
17/05/2017,942.17,2446966,959.7,960.99,940.06
16/05/2017,964.61,1099818,963.55,965.8955,960.35
15/05/2017,959.22,1332065,955.29,962.7,952.82
12/05/2017,955.14,1214614,957.85,957.98,952.06
11/05/2017,955.89,1031011,951.29,957.99,948.61
10/05/2017,954.84,1145842,956.22,956.71,949.84
09/05/2017,956.71,1686770,961.33,962.2,954.4
08/05/2017,958.69,1875308,947.45,960.99,947.395
05/05/2017,950.28,1614381,956.72,958.4395,948.0986
04/05/2017,954.72,1937977,950.29,959.14,947.37
03/05/2017,948.45,1820150,936.05,950.2,935.21
02/05/2017,937.09,1749432,933.27,942.985,931
01/05/2017,932.82,2325611,924.15,935.82,920.8
28/04/2017,924.52,3804599,929,935.9,923.22
27/04/2017,891.44,2306341,890,893.3774,887.18
26/04/2017,889.14,1319855,891.39,892.99,885.15
25/04/2017,888.84,2031687,882.26,892.25,879.2801
24/04/2017,878.93,1691946,868.44,879.96,866.11
21/04/2017,858.95,1171407,860.62,862.44,857.73
20/04/2017,860.08,1187137,859.74,863.93,857.5
19/04/2017,856.51,1078820,857.385,860.2,853.5275
18/04/2017,853.99,935216,852.54,857.39,851.25
17/04/2017,855.13,1046754,841.38,855.64,841.03
13/04/2017,840.18,1071248,841.04,843.73,837.8503
12/04/2017,841.46,1135641,838.46,843.72,837.59
11/04/2017,839.88,973875,841.7,844.63,834.6
10/04/2017,841.7,1045369,841.54,846.7372,840.79
07/04/2017,842.1,1110404,845,845.88,837.3
06/04/2017,845.095,1530251,849.5,853.59,844
05/04/2017,848.91,1851632,854.71,860.59,847.52
04/04/2017,852.57,1346500,848,853,847.505
03/04/2017,856.75,1968062,848.75,859,847.5298
31/03/2017,847.8,1440202,846.83,849.56,845.2445
30/03/2017,849.48,948489,851.98,852,846.77
29/03/2017,849.87,1456135,842.75,851.585,841.38
28/03/2017,840.63,1517740,839.69,845.4,832.265
27/03/2017,838.51,1934575,828.09,841.38,824.3
24/03/2017,835.14,2102352,842,844,829.1
23/03/2017,839.65,3285469,841.39,841.69,833
22/03/2017,849.8,1361659,849.48,855.35,847
21/03/2017,850.14,2531086,870.06,873.47,847.687
20/03/2017,867.91,1528664,869.48,870.34,864.665
17/03/2017,872.37,1852574,873.68,874.42,868.37
16/03/2017,870,1103990,870.53,872.71,867.52
15/03/2017,868.39,1331984,867.94,869.88,861.295
14/03/2017,865.91,1059047,863.75,867.58,860.13
13/03/2017,864.58,1165561,860.83,867.13,860.82
10/03/2017,861.405,1336523,862.7,864.229,857.61
09/03/2017,857.84,1341977,853.69,860.71,852.67
08/03/2017,853.64,1029444,853.12,856.93,851.25
07/03/2017,851.15,1038337,847.26,853.33,845.52
06/03/2017,847.27,1046709,846.86,848.94,841.17
03/03/2017,849.08,1005385,848.94,850.82,844.705
02/03/2017,849.85,1249065,856.31,856.49,848.72
01/03/2017,856.75,1817444,851.38,858,849.02
28/02/2017,844.93,1381453,847.35,848.83,841.4422
27/02/2017,849.67,1009332,844.95,850.67,843.01
24/02/2017,847.81,1345689,847.65,848.36,842.9601
23/02/2017,851,1386019,851.08,852.62,842.5
22/02/2017,851.36,1224597,848,853.79,846.7101
21/02/2017,849.27,1260932,847.99,852.2,846.55
17/02/2017,846.55,1459501,841.31,846.94,839.78
16/02/2017,842.17,1004261,838.5,842.69,837.26
15/02/2017,837.32,1356752,838.81,841.7725,836.22
14/02/2017,840.03,1362210,839.77,842,835.83
13/02/2017,838.96,1295136,837.7,841.735,836.246
10/02/2017,834.85,1414105,832.95,837.15,830.51
09/02/2017,830.06,1193818,831.73,831.98,826.5
08/02/2017,829.88,1300977,830.53,834.25,825.11
07/02/2017,829.23,1666384,825.5,831.92,823.2926
06/02/2017,821.62,1350474,820.92,822.39,814.29
03/02/2017,820.13,1527736,823.13,826.13,819.35
02/02/2017,818.26,1686997,815,824.56,812.051
01/02/2017,815.24,2246841,824,824,812.25
31/01/2017,820.19,2017713,819.5,823.07,813.4
30/01/2017,823.83,3514929,837.06,837.23,821.03
27/01/2017,845.03,3751309,859,867,841.9
26/01/2017,856.98,3452599,859.05,861,850.5201
25/01/2017,858.45,1657818,853.55,858.7936,849.74
24/01/2017,849.53,1686373,846.98,851.52,842.28
23/01/2017,844.43,2456979,831.61,845.5428,828.7
20/01/2017,828.17,1304421,829.09,829.24,824.6
19/01/2017,824.37,1068876,829,832.9999,823.96
18/01/2017,829.02,1026256,829.8,829.81,824.08
17/01/2017,827.46,1440724,830,830.18,823.2001
13/01/2017,830.94,1289823,831,834.65,829.52
12/01/2017,829.53,1349799,828.38,830.38,821.01
11/01/2017,829.86,1323813,826.62,829.9,821.47
10/01/2017,826.01,1196641,827.07,829.41,823.14
09/01/2017,827.18,1408698,826.37,830.43,821.62
06/01/2017,825.21,2014451,814.99,828.96,811.5
05/01/2017,813.02,1339307,807.5,813.74,805.92
04/01/2017,807.77,1514808,809.89,813.43,804.11
03/01/2017,808.01,1958783,800.62,811.435,796.89
30/12/2016,792.45,1735522,803.21,803.285,789.62
29/12/2016,802.88,1057004,802.33,805.75,798.144
28/12/2016,804.57,1202240,813.33,813.33,802.44
27/12/2016,809.93,974738,808.68,816,805.8
23/12/2016,807.8,764767,808.01,810.9696,805.11
22/12/2016,809.68,1132047,809.1,811.07,806.03
21/12/2016,812.2,1457480,815.72,815.72,805.1
20/12/2016,815.2,1270529,813.37,816.49,811
19/12/2016,812.5,1263416,809.28,816.22,804.5
16/12/2016,809.84,2597948,818.31,819.2,808.12
15/12/2016,815.65,1768545,817.36,823,812
14/12/2016,817.89,1797612,815.92,824.26,812.78
13/12/2016,815.34,2104198,812.39,824.3,811.94
12/12/2016,807.9,1627711,804.82,811.35,804.5311
09/12/2016,809.45,1900034,799.3,809.95,798.05
08/12/2016,795.17,1611923,792.95,799,787.905
07/12/2016,791.47,2026403,779.95,792,773.53
06/12/2016,776.18,1733244,780.19,785.28,773.32
05/12/2016,778.22,1685519,770,780,766.9686
02/12/2016,764.46,1696488,761.9,770.5,759
01/12/2016,764.33,2863993,778.55,778.6,753.36
30/11/2016,775.88,2272782,789.1,791.51,773.145
29/11/2016,789.44,1560963,788.38,796.44,785.34
28/11/2016,785.79,2569319,778.35,799.74,778.1
25/11/2016,780.23,613549,782.61,782.9,778.19
23/11/2016,779,1311228,789.52,789.52,772.65
22/11/2016,785,1391312,788.99,793.77,783.74
21/11/2016,784.8,1628530,778.1,786.55,776.3
18/11/2016,775.97,1800135,787.17,791.29,775.35
17/11/2016,786.16,1531650,782.5,788.9,779.85
16/11/2016,779.98,1796559,770.42,783.5,766.33
15/11/2016,775.16,2940057,765.47,780.2376,765.22
14/11/2016,753.22,3681471,771.76,771.78,743.59
11/11/2016,771.75,3587879,776.81,777.29,765.54
10/11/2016,780.29,5902116,810,810.06,768.23
09/11/2016,805.59,3095105,801.83,811.71,792.035
08/11/2016,811.98,1759885,802.03,816.04,799.62
07/11/2016,802.03,1986464,794.95,805,792.9
04/11/2016,781.1,1967620,771.3,788.48,771.0043
03/11/2016,782.19,2173340,784.5,790,778.63
02/11/2016,788.42,2284886,806.76,806.76,785
01/11/2016,805.48,2354652,810.87,813.96,798.26
31/10/2016,809.9,2238967,822.43,822.63,808
28/10/2016,819.56,4352704,829.94,839,817
27/10/2016,817.35,2939601,823.01,826.58,814.61
26/10/2016,822.1,1791756,827.12,827.71,816.35
25/10/2016,828.55,1887068,838.5,838.5,825.3005
24/10/2016,835.74,1444851,830.09,837.94,829.04
21/10/2016,824.06,1612418,820,824.29,818.31
20/10/2016,821.63,1385811,827.56,828.465,820.55
19/10/2016,827.09,1497429,824.52,829.81,823.205
18/10/2016,821.49,2287485,814.21,828.81,813.33
17/10/2016,806.84,1055806,805.99,813.49,803.83
14/10/2016,804.6,1106895,807.45,810.09,802.32
13/10/2016,804.08,1368311,806.07,806.56,798.62
12/10/2016,811.77,905703,811.96,814.5,808.5545
11/10/2016,809.57,1719835,814.17,819.86,807.37
10/10/2016,814.17,1489003,803.93,817.38,802.24
07/10/2016,800.71,1163810,805.93,805.94,796.82
06/10/2016,803.08,1098158,804.08,806.945,800.51
05/10/2016,801.23,1209183,806,808.5,800.71
04/10/2016,802.79,1257681,805,806.5,799.67
03/10/2016,800.38,1487130,802.55,803.54,796.23
30/09/2016,804.06,1628896,803.6,808.09,801.5
29/09/2016,802.64,1348241,807.23,813.91,800.855
28/09/2016,810.06,1469220,804.08,810.25,802.7803
27/09/2016,810.73,1362135,801.83,813.49,801.83
26/09/2016,802.65,1431779,809.82,810.08,800.45
23/09/2016,814.96,1411216,815.14,817,812.73
22/09/2016,815.95,1757641,810,819.06,807.71
21/09/2016,805.03,1346610,801.26,805.91,796.03
20/09/2016,799.78,1049912,800,802.75,798.26
19/09/2016,795.39,1146770,801.11,803.99,793.56
16/09/2016,797.97,2129528,799.02,799.02,793.62
15/09/2016,801.23,1563899,790.01,803.645,788.66
14/09/2016,790.46,1313008,787.53,796.33,787.53
13/09/2016,788.72,1808015,794.01,795.79,784.33
12/09/2016,798.82,1861467,784.52,800.17,783.5
09/09/2016,788.48,1882483,798.77,801.75,788.05
08/09/2016,802.84,1176431,805.22,808.42,801.0101
07/09/2016,807.99,1145552,807.93,810.6,803.72
06/09/2016,808.02,1989232,798.39,810.89,795.43
02/09/2016,796.87,1349109,795.27,797.1,793.26
01/09/2016,791.4,1303118,791.98,792.89,786.33
31/08/2016,789.85,1070140,789.6,791.57,787.2
30/08/2016,791.92,1190034,792.88,798,789.47
29/08/2016,795.82,772876,793.05,798.52,790.32
26/08/2016,793.22,1248466,792.49,799.4,789.4069
25/08/2016,791.3,1201902,792,794.72,787.23
24/08/2016,793.6,1283824,796.86,798.46,790.76
23/08/2016,796.59,916133,800.48,801,795.99
22/08/2016,796.95,852892,798.51,799.3,794.33
19/08/2016,799.65,1120336,799.79,801.23,796.88
18/08/2016,802.75,864660,805.36,808,801.63
17/08/2016,805.42,1064729,800,805.63,796.3
16/08/2016,801.19,1056936,803.5,804.26,797
15/08/2016,805.96,929916,807.21,811.36,804.03
12/08/2016,807.05,896802,805.09,807.19,803.64
11/08/2016,808.2,1281610,810.47,813.879,806
10/08/2016,808.49,916595,807.05,810.879,806.49
09/08/2016,807.48,1607256,804.49,813.33,804.06
08/08/2016,805.23,1221422,806,807.6,801.69
05/08/2016,806.93,1805900,800.11,807.22,797.81
04/08/2016,797.25,1075295,798.24,800.2,793.92
03/08/2016,798.92,1460553,796.47,799.54,793.02
02/08/2016,800.12,1995240,797.33,802.32,794.53
01/08/2016,800.94,3024763,786.67,807.49,785.04
29/07/2016,791.34,5066995,797.71,803.94,790
28/07/2016,765.84,3590254,768.84,768.97,759.09
27/07/2016,761.97,1595341,758.97,764.45,755.93
26/07/2016,757.65,1186574,757.52,759.26,752.7503
25/07/2016,757.52,1073258,757.68,759.8249,754.07
22/07/2016,759.28,1045450,757.32,759.45,752.655
21/07/2016,754.41,953043,757,758.15,751.52
20/07/2016,757.08,1124699,754.05,760.64,754.05
19/07/2016,753.41,1521192,749.87,756.59,748.489
18/07/2016,753.2,1927867,737.91,755.1369,736.51
15/07/2016,735.63,1614967,741,741,734.64
14/07/2016,735.8,1069376,733.94,736.14,730.59
13/07/2016,729.48,1020847,735.52,735.52,729.02
12/07/2016,732.51,1328656,731.92,735.6,727.5
11/07/2016,727.2,1432923,719.42,728.9289,718.865
08/07/2016,717.78,1492655,710.56,717.9,708.11
07/07/2016,707.26,1057750,710.11,710.17,700.67
06/07/2016,708.97,1444163,699.84,713,699
05/07/2016,704.89,1421850,705.01,708.12,699.13
01/07/2016,710.25,1548430,705.1,712.53,703.73
30/06/2016,703.53,2110713,697.65,703.77,694.9015
29/06/2016,695.19,2154792,694.26,699.5,692.6834
28/06/2016,691.26,1910261,691.37,692.7399,684.85
27/06/2016,681.14,2909539,682.49,683.325,672.66
24/06/2016,685.2,4767591,690.17,705,684.91
23/06/2016,714.87,2121556,710.55,714.88,700.25
22/06/2016,710.47,1452007,714.05,714.21,705.88
21/06/2016,708.88,1492642,710.05,715.38,704.66
20/06/2016,706.13,2282347,710.31,715.87,705.41
17/06/2016,704.25,4112597,721.39,721.39,701.12
16/06/2016,724.25,2246849,727.96,730.39,715.54
15/06/2016,732.19,1157759,734.92,737.15,731.31
14/06/2016,733.25,1327872,729.31,736,726.5
13/06/2016,731.88,1166558,729.82,739,729.82
10/06/2016,733.19,1452155,735.95,739.64,730.51
09/06/2016,742.52,958731,737.07,743.93,736.5
08/06/2016,742.93,1615601,739.5,743.81,735.765
07/06/2016,731.09,1214733,733.27,736.71,730.8
06/06/2016,730.06,1491771,738.5,738.5,728.29
03/06/2016,735.86,1230030,741.49,741.49,733.91
02/06/2016,744.27,1695221,746.1,747.3,737
01/06/2016,748.46,1039582,748.47,751.37,744.34
31/05/2016,748.85,2123407,748.76,753.48,745.57
27/05/2016,747.6,1739463,737.51,747.91,737.01
26/05/2016,736.93,1359797,736,741.1,733
25/05/2016,738.1,1615382,735,739.89,732.6
24/05/2016,733.03,1893201,719.85,734.2,719.645
23/05/2016,717.25,1237493,719.98,723.4999,716.94
20/05/2016,721.71,1730353,716.46,727.7,715.01
19/05/2016,715.31,1523254,718.3,720.5,710.305
18/05/2016,721.78,1622966,718.5,725.57,715.02
17/05/2016,720.19,1668702,731.06,735.85,718
16/05/2016,730.3,1124740,724.32,732.68,720
13/05/2016,724.83,1255038,726.62,731.29,723.51
12/05/2016,728.07,1354049,732,735.37,724.27
11/05/2016,730.55,1489772,740.52,740.8,727.9025
10/05/2016,739.38,1629685,734.96,740,731.61
09/05/2016,729.13,1900579,726.7,734.29,723.5
06/05/2016,725.18,1994510,712.2,725.99,711.95
05/05/2016,714.71,1482730,715,717.55,709.4501
04/05/2016,711.37,1708120,706.77,715.05,704.05
03/05/2016,708.44,1930313,712.5,713.37,707.33
02/05/2016,714.41,1673095,711.92,715.41,706.36
29/04/2016,707.88,2913286,704.12,712.11,703.78
28/04/2016,705.06,3124368,723.29,729.26,703.2
27/04/2016,721.46,3305829,725.32,727.15,709.08
26/04/2016,725.37,2776678,744.42,745.59,720.32
25/04/2016,742.21,2470543,735.35,744.88,735.1
22/04/2016,737.77,7038718,743.91,753.92,730.37
21/04/2016,780,3786960,777.31,781.6799,771.55
20/04/2016,774.92,1710652,779.16,779.66,771.27
19/04/2016,776.25,2195959,790.5,790.95,770.27
18/04/2016,787.68,1673385,780.19,788.55,777.61
15/04/2016,780,1559707,775.5,780.93,774.9301
14/04/2016,775.39,1348242,775.36,779.61,773.22
13/04/2016,771.91,1769568,770.31,775.75,764.5908
12/04/2016,764.32,1366589,758.43,764.92,751.565
11/04/2016,757.54,1586524,765.45,767.22,757.34
08/04/2016,759.47,1171831,765.87,767.13,755.77
07/04/2016,760.12,1274258,765.32,769.36,757.5
06/04/2016,768.07,1262942,757.84,768.42,756.3
05/04/2016,758.57,1222899,758.13,762.87,755.6
04/04/2016,765.12,1346216,769.51,772.44,761.785
01/04/2016,769.67,1582377,757.16,770.04,755.2
31/03/2016,762.9,1627359,768.34,769.0842,758.25
30/03/2016,768.34,2018489,768.21,777.31,767.58
29/03/2016,765.89,1988867,753.68,767.18,748.29
28/03/2016,753.28,1083237,756.17,758.3,752.04
24/03/2016,754.84,1532760,751.2,757.555,750.5
23/03/2016,757.56,1233396,763.35,765.39,756.03
22/03/2016,760.05,1104542,758.44,765,757.875
21/03/2016,762.16,1438431,753.91,763.34,751.27
18/03/2016,755.41,2814010,761.63,762.14,751.82
17/03/2016,758.48,2227732,757.65,765.34,757.36
16/03/2016,757.36,1462328,749.05,759,746.5
15/03/2016,750.57,1479737,746.02,753.01,742.84
14/03/2016,750.24,1640531,744.97,754.26,743.6625
11/03/2016,744.87,1767725,739.95,744.9,736.7
10/03/2016,732.17,2229615,727.79,736.54,723.29
09/03/2016,725.41,1977088,715.165,726.24,712.66
08/03/2016,713.53,2625740,708.39,722.25,704
07/03/2016,712.8,3085143,725.15,727.21,705.14
04/03/2016,730.22,2424117,734.8,735,725.62
03/03/2016,731.59,2025542,739.48,741,729.63
02/03/2016,739.48,1814990,742.87,743.121,733.25
01/03/2016,742.17,3003534,721.3,742.33,718.64
29/02/2016,717.22,2248577,721,730.6,716.84
26/02/2016,724.86,2122722,733.6,736.16,721.9392
25/02/2016,729.12,1806153,722.93,729.51,713.23
24/02/2016,720.9,1846479,710.61,721.22,702.02
23/02/2016,717.29,2062573,726.1,730.9,715.67
22/02/2016,729.05,1875263,729.51,734.845,723.45
19/02/2016,722.11,1745074,715.9,724.03,713.12
18/02/2016,717.51,2362978,733.96,736,715.55
17/02/2016,731.97,2456691,727,733.76,716.61
16/02/2016,717.64,2170580,718.65,722.8789,710.18
12/02/2016,706.89,2326729,712.21,716,701.58
11/02/2016,706.36,3245164,696.34,712.315,691.19
10/02/2016,706.85,3012501,711.79,723.22,705.39
09/02/2016,701.02,4200412,692.95,720.96,688.5
08/02/2016,704.16,4446576,687.68,704.52,682.01
